developer_id,developer
2348,"nifflas, Green Hill, Nifflas Games"
2349,Kyle Pulver
2350,Giant Sparrow
2351,"Io Interactive, Nixxes Software"
2352,Vblank Entertainment Inc.
2353,Tiger Style
2354,Tomorrow Corporation
2355,Cherry Pop Games
2356,Torn Banner Studios
2357,"High Moon Studios, Mercenary Technologies"
2358,"THQ, Yuke's"
2359,Alkemi Games
2360,Trapdoor
2361,Modulaatio Games
2362,"24 Carat Games, 24 Caret Games"
2363,Tequila Works
2364,"DTP Entertainment, Ronimo Games"
2365,LightBox Interactive
2366,"Capcom, Pipeworks Software, Inc."
2367,Black Forest Games
2368,Koei Tecmo Games
2369,Mike Bithell
2370,Amplitude Studios
2371,Bluehole Studio
2372,XDEV
2373,xii games
2374,IonFX
2375,Microsoft Studios - Soho Productions
2376,STUDIO EVIL
2377,Perrin
2378,Sos
2379,The Chinese Room
2380,Black Pants
2381,Honeyslug Ltd
2382,"CyberConnect2, Racjin"
2383,"Katauri Interactive, Katuri Interactive"
2384,Northway Games
2385,"Teotl Studios, Talawa Games"
2386,Retro Affect
2387,Rat King Entertainment
2388,Shanblue Interactive
2389,Grounding Inc.
2390,Three Sprockets
2391,Crispy's
2392,SuperBot Entertainment
2393,Spooky Squid Games
2394,LudoCraft Ltd.
2395,"Media Molecule, United Front Games"
2396,Clever Beans
2397,Instant Kingdom
2398,"Adhesive Games, Reloaded Games"
2399,Different Tuna
2400,SkyGoblin
2401,Stygian Software
2402,Might and Delight
2403,Wormwood Studios
2404,"Minority, Minority Media Inc."
2405,SpikySnail Games Studio
2406,"VooFoo Studios, Boss Baddie"
2407,"Nike, Inc."
2408,Fun Bits
2409,Endgame Studios
2410,The Workshop
2411,Cipher Prime Studios
2412,Blit
2413,"Cyanide, Spiders"
2414,Reptile
2415,Benjamin Rivers
2416,Grab Games
2417,Okugi Studio
2418,Lightmare Studio
2419,Hato Moa
2420,Devils Details
2421,"Ludosity Interactive, Giant Media Group"
2422,"Atlus Co., Atlus"
2423,Flying Turtle Software
2424,Hanako Games
2425,Lukewarm Media
2426,Studio Saizensen
2427,Alvion
2428,Final Boss Entertainment
2429,"AwesomeGamesStudio, Awesome Games Studio"
2430,Puppy Punch Productions
2431,"Rovio Mobile, Rovio Entertainment"
2432,Sega Studios Australia
2433,Dark Vale Games
2434,Vanpool
2435,Qooc Soft
2436,Side Kick LTD
2437,Giants Software
2438,Misfits Attic
2439,ApolloSoft
2440,Turbo Tape Games
2441,2 Dawn Games
2442,IllFonic
2443,AwesomeBlade
2444,Cardboard Box Entertainment
2445,"Omega Force, Tecmo Koei Games"
2446,Fun Unit Inc
2447,Maiet Entertainment
2448,Aduge Studio
2449,RebelPlay
2450,Serious Brew
2451,Fishlabs
2452,"Atari, Slightly Mad Studios, Atari SA"
2453,Milkstone Studios
2454,Christine Love
2455,RichMakeGame
2456,FuRyu
2457,Toylogic Inc.
2458,Zeal Game Studios
2459,Lizsoft
2460,Zivix LLC
2461,Crocodile Entertainment
2462,Engient
2463,Alpha Denshi
2464,Shiver Games
2465,exDream
2466,Gamepires
2467,"Cyanide, Cyanide Studios"
2468,"Seamless Entertainment, Inc."
2469,"Heavy Iron Studios, Junction Point"
2470,"Entersphere, Inc."
2471,1C-Softclub
2472,"Iceberg Interactive, Kukouri Mobile Entertainment"
2473,Dreampainters
2474,Starfish SD
2475,Danger Close
2476,X1 Software
2477,"Compile Heart, GCREST"
2478,Mondo Productions
2479,Tecmo Koei Games
2480,Chromativity
2481,Acony Games
2482,Camel 101
2483,Keen Software House Ltd
2484,UFO Interactive
2485,"Gelid Games, Inc."
2486,Jagex Games Studio
2487,CoderChild
2488,Creative Distribution Ltd
2489,Biart
2490,SilverStar
2491,Playerthree
2492,Data Realms
2493,"Namco Bandai Games, Cellius"
2494,CIRCLE Entertainment
2495,Emobi Games
2496,Red Hare Studios
2497,Funbox Media
2498,Med-Art
2499,Spiral Game Studios
2500,"Kalypso, Novacore Studios"
2501,Version2Games Limited
2502,E-One Studio
2503,Brain Candy
2504,VectorCell
2505,"Phosphor Games Studio, LLC"
2506,Gamers Digital
2507,Hammerpoint Interactive
2508,Derek Yu
2509,"Nintendo, HexaDrive"
2510,"Eidos Montreal, Straight Right"
2511,Davey Wreden
2512,Facepalm Games
2513,"Abstraction Games, Dennaton"
2514,The Fullbright Company
2515,Grinding Gear Games
2516,"Ninja Theory, QLOC"
2517,Cellar Door Games
2518,Lucas Pope
2519,"Curve Studios, superflat games"
2520,"Housemarque, XDEV"
2521,Double Eleven
2522,Ubisoft Toronto
2523,Tom Francis
2524,Blue Manchu
2525,Droqen
2526,Pocketwatch Games
2527,Endless Fluff
2528,Lab Zero Games
2529,Cardboard Computer
2530,Alan Hazelden & Harry Lee
2531,Fallen Tree Games
2532,Demruth
2533,Horberg Productions
2534,Antimatter Games
2535,Zoink!
2536,"17 Bit, 17-Bit"
2537,Red Barrels
2538,Ghost Games
2539,Ed Key and David Kanaga
2540,Jeppe Carlsen
2541,Megadev
2542,Artifice Studio
2543,Atomicom
2544,Flippfly
2545,Undead Labs
2546,5-Bits Games
2547,Guerilla Cambridge
2548,Cartoon Network
2549,Beau Blyth
2550,Sparpweed
2551,Logic Artists
2552,i-illusions
2553,Procyon Studio
2554,Rain Games
2555,Pixel Toys
2556,Minor Key Games
2557,"Project Aces , QLOC"
2558,FreakZone
2559,"SCE Japan Studio, comcept"
2560,Dice
2561,"Will O'Neill, WZO Games"
2562,"Chucklefish, Hopoo Games"
2563,"Level 5, Millennium Kitchen"
2564,"nifflas, Nifflas Games"
2565,The Quantum Astrophysicists Guild
2566,Replay Games
2567,Crazy Viking Studios
2568,Harebrained Schemes LLC
2569,"Tribute Games, Tribute Games Inc."
2570,WB Games Montreal
2571,Abbey Games
2572,Webfarbror
2573,Pwnee Studios
2574,Triple-B-Titles
2575,Star Gem Inc.
2576,Analgesic Productions
2577,Redgrim AB
2578,Ludochip
2579,"BEAUTIFUN GAMES SL, BeautiFun Games"
2580,Threaks
2581,Snail Games
2582,Lucid Games
2583,New World Interactive
2584,Koolhaus Games
2585,"SeeThrough Studios, Surprise Attack"
2586,Ty Taylor and Mario Castaneda
2587,Snowbird Game Studios
2588,Realta Entertainment Group
2589,"CyberConnect2, Namco Bandai Games"
2590,Ultra Runaway Games
2591,Cube Roots
2592,Exato Game Studios
2593,SFB Games
2594,Team2Bit
2595,One True Game Studios
2596,17-Bit
2597,DONTNOD Entertainment
2598,Puny Human Games
2599,Headup Games
2600,Division2
2601,BetaDwarf
2602,Crackshell
2603,MythPeople
2604,Turtle Sandbox LLC
2605,"Neko Entertainment, Bulkypix"
2606,Lireneosoft
2607,Bossa Studios
2608,Modern Dream
2609,Geeta Games
2610,Tate Multimedia
2611,"SCEA, Humanature Studios"
2612,"Vanguard, 343 Industries"
2613,"Monolith Soft, Banpresto"
2614,Denby / Raze
2615,Mass Creation
2616,Vivid Games
2617,"Wargaming.net, Persha Studia"
2618,Phobic Studios
2619,Super Icon Ltd
2620,"Big John Games, Gamers Digital"
2621,S-Game
2622,Greenheart Games
2623,"Ensemble Studios, Hidden Path Entertainment"
2624,3 Sprockets
2625,CHK-Games Ltd
2626,Proxy Studios
2627,Astro Port
2628,Interceptor
2629,Ivent Games
2630,EightyEight Games LTD
2631,5pb
2632,Stoic
2633,Sawfly Studios
2634,Critical Studio
2635,Born Ready Games
2636,Orthogonal Games
2637,Intense
2638,Mighty Rocket Studio
2639,damiansommer
2640,ORiGO GAMES
2641,Blue Isle Studios
2642,Compulsion Games
2643,Awesome Games Studio
2644,Scientifically Proven
2645,Koboldgames
2646,Spearhead Games
2647,PD Design Studio Pte Ltd
2648,Strangelands Ltd.
2649,Chasing Carrots
2650,The Muteki Corporation
2651,Edit Mode
2652,KUNO INTERACTIVE
2653,Monochrome Games
2654,souvenir circ.
2655,Robot Loves Kitty
2656,The Tiniest Shark
2657,Poisoft
2658,Behold Studios
2659,Blackpowder Games
2660,G-STYLE
2661,Nemoria Entertainment
2662,Noumena Productions
2663,Niffler Ltd
2664,Zero Sum Games
2665,Space Bullet Dynamics Corporation
2666,"Forever Entertainment S.A., Forever Entertainment"
2667,FK Digital
2668,Shiro Games
2669,"International Games System Co., Ltd."
2670,Old School Games
2671,"Nintendo, Spike Chunsoft"
2672,Seaven Studio
2673,"Climax Entertainment, Rocket Company"
2674,Mad Orange
2675,Gamepot
2676,Wales Interactive Ltd.
2677,"Namco Bandai Games, Monkey Bar Games"
2678,L3O Interactive
2679,"Full Control ApS, Full Control"
2680,Gazillion
2681,"Flying Carpets, Flying Carpets Games"
2682,Demon Wagon Studios
2683,"Nintendo, Nd Cube"
2684,"Blitz Games, Disney Interactive Studios"
2685,Ackkstudios
2686,"Smoking Gun Interactive Inc., Smoking Gun Interactive"
2687,Four Door Lemon
2688,Mercenary Technology
2689,SumomGames
2690,"Nintendo, Sega Sports R&D"
2691,Koch Media
2692,Allgraf
2693,Moving Player
2694,Brain Slap Studio
2695,XYLA Entertainment
2696,Geniaware
2697,CI Games
2698,"Teyon, Fun Unit Inc"
2699,I-FRIQIYA
2700,Nomad Games
2701,Fishcow Studio
2702,"Level 5, NATSUME ATARI Inc."
2703,"Vogster Entertainment, LLC"
2704,"SIMS, Rising Star Games"
2705,Nocturnal Works
2706,"Lima Sky, Smoking Gun Interactive Inc., Smoking Gun Interactive"
2707,Point 5 Projects
2708,"FIX Korea, Co. LTD"
2709,TOYBOX
2710,Epiphany Games
2711,ThreeGates
2712,Echo Peak
2713,Gameshastra Inc.
2714,Polypusher Studios
2715,Casual Brothers
2716,Memetic Games
2717,"MicroProse, Kung Fu Factory"
2718,Serellan LLC
2719,iFun4all
2720,Digital Works Entertainment
2721,Dreamatrix
2722,XeniosVision
2723,"Activision, Firebrand Games"
2724,"Eutechnyx, Deep Silver"
2725,Crafty Studios
2726,baKno Games
2727,Semaphore
2728,Yacht Club Games
2729,Simogo
2730,Matt Thorson
2731,Edelweiss
2732,Respawn Entertainment
2733,"Crystal Dynamics, United Front Games"
2734,Playground Games
2735,Bee Tribe
2736,Yotsubane
2737,Kunos Simulazioni
2738,Metalhead Software
2739,"Climax Group, XDEV, Climax Studios"
2740,"Engine Software, Pipeworks Software, Inc."
2741,Game-Labs
2742,Sledgehammer Games
2743,GalaxyTrail
2744,Vlambeer
2745,Free Lives
2746,KillHouse Games
2747,Wonderfling
2748,Curve Digital
2749,Studio Pixel
2750,White Paper Games
2751,The Astronauts
2752,Carbine Studios
2753,Mojo Bones
2754,Messhof
2755,Failbetter Games
2756,MachineGames
2757,"Relic, Sega, Relic Entertainment"
2758,Spike Chunsoft
2759,"Relic, Relic Entertainment"
2760,Pasta Games
2761,"Black Isle Studios, Beamdog, Overhaul Games"
2762,XLGAMES
2763,Tango Gameworks
2764,Tom Hegarty
2765,The Game Kitchen
2766,"Housemarque, Knockout Games"
2767,"Jackbox Games, Inc."
2768,Dingaling
2769,TOO DX
2770,Extend Interactive
2771,Forge Reply
2772,animdude
2773,Dinosaur Polo Club
2774,Blue Bottle Games
2775,grapefrukt games
2776,2K Australia
2777,Tikipod Limited
2778,Nine Dots Studio
2779,MagicalTimeBean
2780,Over The Moon
2781,Terrible Posture Games
2782,PhobosLab
2783,7thChord
2784,Infinite State Games
2785,Rocket Bear Games
2786,Necrophone
2787,Carlos Coronado
2788,Phantom Compass
2789,Large Animal Games
2790,Phosfiend Systems
2791,Faravid Interactive
2792,No Goblin
2793,Green Lava Studios
2794,Spry Fox
2795,Sony Interactive Entertainment
2796,"Abstraction Games, Ronimo Games"
2797,Pinkerton Road Studio
2798,Avidly Wild Games
2799,Mobot Studios LLC
2800,1C Game Studios
2801,Investigate North Aps
2802,Schulenburg Software
2803,Infinite Monkeys
2804,Mobile & Game Studio
2805,The Digital Lounge
2806,Passtech Games
2807,"Level 5, Brownie Brown"
2808,Upper One Games
2809,"Dimps Corporation, SCE Japan Studio"
2810,MixedBag Srl
2811,Dovetail Games
2812,"City Interactive, Deck 13"
2813,"Strike Vector Team, Ragequit Corporation"
2814,Shining Rock Software
2815,Gone North Games
2816,Vagabond Dog
2817,Fireproof Games
2818,Bacon Bandit Games
2819,Watermelon Development
2820,Carbon Games
2821,"Sanzaru Games, Sanzaru Games, Inc."
2822,"Hitbox , QLOC"
2823,Red Thread Games
2824,Fuzzy Wuzzy Games
2825,Whole Hog Games
2826,Ubisoft Sofia
2827,Crunching Koalas
2828,Coilworks
2829,The Game Bakers
2830,Turnopia
2831,Liquid Flower
2832,Sand Sailor Studio
2833,Terri Vellimann
2834,Mimimi Productions
2835,Mebius
2836,GameDesignDan
2837,"Ubisoft Reflections, Ivory Tower"
2838,Samurai Punk
2839,EyeCancer
2840,Numantian Games
2841,Limbic Entertainment
2842,ZeniMax Media
2843,DoubleBear Productions
2844,Bulwark Studios
2845,Experience Inc.
2846,Ironsun Studios Limited
2847,Glitchy Pixel
2848,Dynamighty
2849,Nerdook Productions
2850,Nyamyam
2851,Crescent Moon Games
2852,Interbellum Team
2853,Robotality
2854,Ovosonico
2855,Wild Factor
2856,Felistella
2857,Kevin Zuhn
2858,Paradox North
2859,Umix Studios
2860,"10tons Ltd, 10tons"
2861,"Young Horses, Inc"
2862,"Xaviant Games, Xaviant"
2863,Wonderstruck Games
2864,Zojoi Studios
2865,Digital Dreams
2866,Flat Earth Games
2867,LGK Games
2868,Kraken Empire
2869,Warner Bros. Interactive Entertainment
2870,"The Lordz Games Studio, Flashback Games"
2871,Infinitap Games
2872,FLOW COMBINE
2873,Grundislav Games
2874,Big Finish Games
2875,Collavier
2876,Can Explode
2877,Gojira
2878,CreativeForge Games
2879,"Ubisoft, Ubisoft San Francisco"
2880,"Bandai Namco Games, Aquria"
2881,"Tamsoft, Marvelous AQL"
2882,Urban Games
2883,Oovee Game Studios
2884,"International Games System Co., Ltd., 5pb"
2885,Magiko Gaming
2886,Jesse Makkonen
2887,Krillbite Studio
2888,Artdink
2889,LOOT Entertainment
2890,Interdimensional Games Inc
2891,bom667
2892,The Mustard Corporation
2893,Limasse Five
2894,Z4g0 and Ivan Venturi Productions
2895,Puuba
2896,ParityBit
2897,Popcannibal
2898,Pyrodactyl Games
2899,"Kukouri Mobile Entertainment, Plunge Interactive"
2900,Aqua Plus
2901,Digital Confectioners
2902,Arzest
2903,Switchblade Monkeys
2904,Wizards of the Coast
2905,Ice Water Games
2906,Night Light Interactive
2907,osao games
2908,"FUN Labs, ZeptoLab"
2909,True Axis
2910,Devolver Digital
2911,d3t Ltd
2912,Playrise Edge Ltd.
2913,weltenbauer.
2914,"Holden Boyles, Ciprian Stanciu"
2915,Mutant Games
2916,Big Robot Ltd
2917,Infamous Quests
2918,Naiad Entertainment
2919,Kinelco & Lone Elk Creative
2920,"Slitherine, Slitherine Group"
2921,Deirdra Kiai
2922,Ludeme Games
2923,Upper Byte
2924,Scott Cawthon
2925,Henchmen Studio
2926,"Dreadlocks Ltd, Dreadlocks"
2927,PostMod Softworks
2928,Jason Oda
2929,Happion Laboratories
2930,"Cliffhanger Productions, Cliffhanger Productions"
2931,"NG:DEV.TEAM, KTX Software"
2932,Nosebleed Interactive
2933,Eric Provan
2934,"Cinemaware, Kalypso"
2935,QUICKTEQUILA
2936,Meteorise
2937,"PlayWay, Red Dot Games"
2938,Faultline Games
2939,SomaSim
2940,Red 5 Studios
2941,EXE Create
2942,Kadokawa
2943,Minicore Studios
2944,"Flyhigh Works, Skipmore"
2945,Stage 2 Studios
2946,Italic Pig
2947,Corecell Technology
2948,Night Node
2949,Pixel Opus
2950,Dykast Lubomir
2951,Locked Door Puzzle
2952,Jason Rohrer
2953,"Rainbow Studios, Nordic Games Publishing"
2954,Visual Imagination Software
2955,Wobbly Tooth Ltd
2956,Finish Line Games
2957,"Steel Wool Games, Inc."
2958,Sarepta studio
2959,Nexus Game Studio
2960,Bedtime Digital Games
2961,"Deep Silver, Keen Games"
2962,Big Pixel Studios
2963,Dahku Creations
2964,Eclipse Games
2965,Fair Play Labs
2966,Chainsawesome Games
2967,Nowhere Studios
2968,Digital Happiness
2969,Fourlights
2970,RCMADIAX
2971,Mind over Matter
2972,Snowed In Studios
2973,"Dolores Entertainment SL, Dolores Entertainment"
2974,Wastelands Interactive
2975,Little Orbit
2976,"Vanguard, Vanguard Games"
2977,Escape Hatch Entertainment
2978,"Spark Unlimited, comcept"
2979,Anuman Interactive
2980,Quaternion Studio
2981,Saibot Studios
2982,Interabang Entertainment
2983,HeSaw
2984,Just A Pixel
2985,Dirigo Games
2986,Elder Games
2987,"Bandai Namco Games, 7thChord"
2988,Wyrmbyte
2989,Youda Games
2990,Moonshark
2991,Bojan Brbora
2992,Creability
2993,Ubiquitous Entertainment Inc.
2994,4 Corner Games
2995,The Game Room
2996,Odin Game Studio
2997,Cypronia
2998,Plastic Piranha
2999,Big Red Button Entertainment
3000,Moonbite Games
3001,"Aksys Games, Black Tower Studios"
3002,"bitComposer Entertainment AG, bitComposer"
3003,"TreeFallStudios, TreeFall Studios"
3004,"Kojima Productions, Moby Dick Studio"
3005,Tricky Pixels
3006,tobyfox
3007,"SQUADTeam, Squad"
3008,Moon Studios
3009,Brace Yourself Games
3010,Sam Barlow
3011,Otomate
3012,roll7
3013,"Warner Bros. Interactive Entertainment, NetherRealm Studios"
3014,"Psyonix, Panic Button"
3015,Snapshot Games Inc.
3016,amulware
3017,Ruud Koorevaar
3018,"Rare Ltd., Code Mystics Inc."
3019,[bracket]games
3020,"inkle, Cape Guy"
3021,Tom Happ
3022,Bulbware
3023,"Activision, FreeStyleGames"
3024,Visual Arts
3025,"Victor Solodilov, Denis Novikov"
3026,Nitro+
3027,"Splash Damage, The Coalition"
3028,Landon Podbielski
3029,"Gearbox Software, Iron Galaxy Studios"
3030,13AM Games
3031,Asteroid Base
3032,Metanet Software Inc.
3033,Orann
3034,FiolaSoft Studio
3035,Technocrat
3036,Disparity Games
3037,Neon Deity Games
3038,Extend Studio
3039,Aurelien Regard
3040,Moppin
3041,Nurijoy
3042,Every Single Soldier
3043,Iron Tower Studio
3044,The Artistocrats
3045,"Wargaming.net, Lesta Studio"
3046,Wholesale Algorithms
3047,KnapNok Games
3048,Choice Provisions
3049,Ostrich Banditos
3050,"Game Arts, GungHo, SkyBox Labs"
3051,MidBoss
3052,"Tendershoot, A Jolly Corpse"
3053,French-Bread
3054,Kenny Sun
3055,JoyMasher
3056,"EA Sports, EA Canada"
3057,Defiant Development
3058,Self Made Miracle
3059,Ndemic Creations
3060,Frogmind
3061,"Questionary, Question"
3062,THE BROTHERHOOD
3063,"Fatshark AB, Fatshark"
3064,Thunder Lotus Games
3065,Witch Beam
3066,Golden Ruby Games
3067,TicToc Games
3068,Breakfall
3069,Untame
3070,Michael Todd Games
3071,"Sony Online Entertainment, Daybreak Games"
3072,Gato Salvaje Studio
3073,"Camouflaj, LLC"
3074,Monogon Games
3075,PixelNAUTS
3076,Sketchy Logic
3077,Pygmy Studio
3078,"Atlus, Dingo Inc."
3079,Upfall Studios
3080,Rogue Rocket Games
3081,Polarbit
3082,Duckbridge
3083,TreeFortress Games
3084,Matt Kap
3085,Black Shell Games
3086,Red Phantom Games
3087,Ansimuz Games
3088,OrangePixel
3089,Funktronic Labs
3090,ColePowered Games
3091,"Gunfire Games, Kaiko"
3092,League of Geeks
3093,"Double Damage Games, Inc., Double Damage Games"
3094,5 Lives Studios
3095,"Idea Factory, Otomate"
3096,"Sega, French-Bread"
3097,Home Net Games
3098,Cross-Product
3099,Mi-Clos Studio
3100,"State of Play Games, Flyhigh Works"
3101,Ivy Games LLC
3102,Witching Hour Studios
3103,Haemimont Games
3104,Four Quarters
3105,Whalenought Studios LLC
3106,Dreadbit
3107,Ink Stains Games
3108,Acid Nerve
3109,Thomas van den Berg
3110,Claeys Brothers Arts
3111,Mouldy Toof Studios
3112,Skilltree Studios
3113,Juicy Beast Studio
3114,Size Five Games
3115,Rogue Factor
3116,Cornfox & Bros.
3117,RageSquid
3118,Jotunn Games
3119,Rodeo Games
3120,Krams Design
3121,Lamplight Studios
3122,Studio Paint
3123,Ironward
3124,Ivory Tower
3125,"Puppy Games, Carbon Games"
3126,Relevo
3127,Nordic Games Publishing
3128,PDW: Hotapen
3129,Retroid Interactive
3130,MuHa Games
3131,Alan Zucconi
3132,A Crowd of Monsters
3133,Evan Todd
3134,Moragami
3135,"Mediatonic, Hato Moa"
3136,1337 & Senri LLC
3137,Baggy Cat Ltd
3138,Convoy Games
3139,"Ubisoft Montpellier, Straight Right"
3140,Twice Circled
3141,Gambrinous
3142,Hammerfall Publishing
3143,OhNoo
3144,Lucky Pause
3145,Gunfire Games
3146,EightyEight Games
3147,Owlchemy Labs
3148,"Codeglue, Re-Logic"
3149,Mana Games
3150,Steel Crate Games
3151,Aterdux Entertainment
3152,Star Maid Games
3153,Sigtrap Games
3154,Unfinished Pixel
3155,Nightly Studios
3156,Play Indie
3157,Moon Spider Studio
3158,"Bandai Namco Games, Artdink"
3159,klutzGames
3160,"Rocksteady Studios, Iron Galaxy Studios"
3161,Fictiorama Studios
3162,"Kylotonn, Milestone S.r.l"
3163,"Compile Heart, Felistella"
3164,Tomasz Waclawek
3165,Madruga Works
3166,IN|FRAMEZ TECHNOLOGY CORP.
3167,Killmonday Games HB
3168,"RideonJapan,Inc., Ride On"
3169,"M2H, Blackmill Games"
3170,Roope Tamminen
3171,Thoughtshelter Games
3172,Psyche Studios
3173,"Dead Mage Studio, Dead Mage"
3174,"Yuke's, QLOC"
3175,Rock Pocket Games
3176,"Spike Chunsoft Co. Ltd., Spike Chunsoft"
3177,Deco Digital
3178,Delirium Studios
3179,Sileni Studios
3180,Daylight Studios
3181,"Jundroo, LLC"
3182,Speelbaars
3183,"KBros Entertainment, Kbros Games"
3184,Devespresso Games
3185,Yukitama
3186,Black Lab Games
3187,Connor Ullmann
3188,Dissident Logic
3189,"5pb, Tenco"
3190,Gentlymad
3191,Serenity Forge
3192,TURBOGUN
3193,OSome Studio
3194,Oldblood
3195,"Red Dot Games, Red Dot Studio"
3196,Frozen District
3197,Toasty Games
3198,Owl Cave
3199,SoftPlanet
3200,Marvelous Inc.
3201,"Vicious Cycle, Little Orbit"
3202,Shark Punch
3203,ZackBellGames
3204,Neptune Interactive Inc.
3205,Kyy Games
3206,Twelve Tiles
3207,"Cattle Call, FuRyu"
3208,Grendel Games
3209,"Ubisoft, Climax Studios"
3210,Night Dive Studios
3211,Skyshine Games
3212,"Neon Studios, Kaiko"
3213,Cowardly Creations
3214,Springloaded
3215,LEAP Game Studios
3216,Kingdom Games
3217,Luc Bernard
3218,Chocolate Liberation Front
3219,IguanaBee
3220,Rival Games Ltd
3221,Glass Bottom Games
3222,OlderBytes
3223,"Coco Cucumber, Cococucumber"
3224,Prologue Games
3225,Funselektor Labs Inc.
3226,"343 Industries, Vanguard Games"
3227,"LRDGames, Inc."
3228,Cat Rabbit
3229,Flying Cafe for Semianimals
3230,Jaywalkers Interactive
3231,Vector Unit
3232,GreyLight Entertainment
3233,Bits & Beasts
3234,talestune
3235,Vladimir Kudelka
3236,Team ERROR
3237,Triskell Interactive
3238,Madskull Creations
3239,"Namco Bandai Games, Bandai Namco Games, Aquria"
3240,GabberGames
3241,Spiky Fish Games
3242,Subterranean Games
3243,winterworks
3244,Ape Law
3245,Nostatic Software
3246,Mages.
3247,Mechabit Ltd
3248,IMGN.PRO
3249,Pinokl Games
3250,Storm in a Teacup
3251,Morgondag
3252,Delve Interactive
3253,"Trion Worlds, Bluehole Ginno Games"
3254,"SCE Santa Monica, Fun Bits"
3255,ZANDEL MEDIA
3256,"Ready at Dawn, SCE Santa Monica"
3257,LOOT Interactive
3258,Mandragora
3259,Bitbox Ltd.
3260,"House of Tales, DTP Entertainment"
3261,Shawn Beck
3262,"Racjin, Nippon Columbia"
3263,Red Herring Labs
3264,Alpha Wave Entertainment
3265,"Bedtime Digital Games, LOOT Interactive"
3266,Mighty Rabbit Studios
3267,Atrax Games
3268,Guru Games
3269,Vertex Pop
3270,Log Games
3271,"Arc System Works, Natsume"
3272,"Bandai Namco Games, Spike Chunsoft"
3273,Gatling Goat Studios
3274,IF Games
3275,Tasharen Entertainment
3276,Swagabyte Games
3277,tiger & squid
3278,"Activision, Behaviour Interactive"
3279,Gateway Interactive
3280,FarmerGnome
3281,"Ubisoft, Krome Studios"
3282,Vilmos Gyokeres
3283,"High Moon Studios, Iron Galaxy Studios"
3284,Apostrophe Stockholm
3285,Shining Gate Software
3286,Singapore University of Technology and Design
3287,"Nintendo, Skip Ltd."
3288,Paul Cuisset
3289,Lumenox ehf
3290,Cinopt Studios LLC
3291,HyperSloth
3292,MichaelArts
3293,LifeSpark Entertainment
3294,On The Metal Ltd
3295,RedBedlam
3296,Ufo Crash Games
3297,AtomicTorch
3298,"Abstraction Games, Night Light Interactive"
3299,"Barnyard Intelligence Games, Crystal Labs"
3300,AMZY
3301,"Torn Banner Studios, Hardsuit Labs"
3302,"Nintendo, Camelot Software Planning"
3303,XMPT Games
3304,Tangrin
3305,"Arc System Works, DotEmu"
3306,"Ambrella, The Pokemon Company"
3307,Erdem Sen
3308,Brainseed Factory
3309,ZeroBit Games
3310,timesymmetry
3311,"RED Entertainment, Spike Chunsoft"
3312,"Tamsoft, D3Publisher"
3313,Pencil Test Studios
3314,Paladin Studios
3315,"Team Pixel Pi, Pixel Pi Games"
3316,Uppercut Games Pty Ltd
3317,Swordtales
3318,Disco Pixel
3319,Yeah Us!
3320,Padaone Games
3321,Code Headquarters
3322,No Bull Intentions
3323,"Uppercut Games, Uppercut Games Pty Ltd"
3324,Inner Void
3325,Cyber Rhino Studios
3326,Ravenscourt
3327,Raven Travel Studios
3328,Digital Furnace Games
3329,Rubycone
3330,GriN Multimedia
3331,Calvino Noir Ltd.
3332,Gun Media
3333,Mobot Studios Inc
3334,Valkyrie Entertainment
3335,stillalive studios
3336,GameArt Studio GmbH
3337,Standfast Interactive
3338,CHUDCHUD INDUSTRIES
3339,Yanim Studio
3340,Graffiti Entertainment
3341,Grande Games
3342,Loren Lemcke
3343,Happy Dance Games
3344,"Just Add Water, Bossa Studios"
3345,Ilusis Interactive Graphics
3346,Still Games
3347,"Anvil Drop, LLC"
3348,Phosphor Games
3349,OXiAB Game Studio
3350,Uniworlds
3351,VD-DEV
3352,Cameron Kunzelman
3353,JMJ
3354,Pulsetense Games
3355,Basecamp Games
3356,Focus Home Interactive
3357,"Reality Twist GmbH, Reality Twist"
3358,Secret Tunnel Entertainment
3359,"Lukewarm Media, Circle 5, Circle 5 Studios"
3360,"MLB.com, MLB AM"
3361,Ubisoft Osaka
3362,"MileStone Inc., Klon Co., Ltd., RS34"
3363,Pablo Testa
3364,"Prope, Kadokawa"
3365,Rawkins Games
3366,Valhalla Game Studios
3367,Fancy Fish Games
3368,Destructive Creations
3369,NO cvt
3370,Rosebud Games
3371,Vogelsap
3372,Actos Games
3373,Nano Games sp. z o.o. (Ltd)
3374,Carbon Fire Studio
3375,Wander
3376,Recotechnology S.L.
3377,Versus Evil
3378,Pure FPS
3379,BitFinity
3380,increpare
3381,"Q Entertainment, Monstars Inc., Enhance Games"
3382,"Sickhead Games, LLC, Eric Barone"
3383,"Eric Barone, ConcernedApe"
3384,D-Pad Studio
3385,"Thekla, Inc"
3386,Noio
3387,Ancient Corp
3388,"Cryptozoic Entertainment, Hex Entertainment"
3389,The Coalition
3390,Daniel Mullins Games
3391,"drool Games, Drool"
3392,"Tantalus, Tantatus, Nintendo"
3393,Dreamloop Games
3394,Campo Santo
3395,Coatsink Software
3396,Byzantine Games
3397,"Twistplay, Ste Curran"
3398,"EA Sports, EA Vancouver"
3399,"The Fullbright Company, Midnight City"
3400,Red Hook Studios
3401,"NetherRealm Studios, QLOC"
3402,Dodge Roll
